ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1699978	0.45823526	5.32e-02	-2.02	-4.20944	-9.17e-02	157388930	TMEM255A	transmembrane protein 255A
ILMN_1737842	0.45823526	5.32e-02	-2.02	-4.20944	-9.17e-02	156616319	SLC35G6	solute carrier family 35 member G6
ILMN_1677765	0.45823526	5.32e-02	-2.02	-4.20944	-9.17e-02	337299716	LRP8	LDL receptor related protein 8
ILMN_2314244	0.45823526	5.32e-02	2.02	-4.20944	9.17e-02	206725442	LRRC23	leucine rich repeat containing 23
ILMN_1701641	0.45823526	5.32e-02	2.02	-4.20987	1.17e-01	NA		
ILMN_1746457	0.45823526	5.32e-02	-2.02	-4.20987	-1.17e-01	451327620	GTF3C2	general transcription factor IIIC subunit 2
ILMN_2158594	0.45823526	5.32e-02	-2.02	-4.20987	-1.17e-01	140560993	R3HCC1L	R3H domain and coiled-coil containing 1 like
ILMN_1749014	0.45823526	5.32e-02	-2.02	-4.20987	-1.17e-01	38569420	ACLY	ATP citrate lyase
ILMN_1737418	0.45823526	5.32e-02	2.02	-4.20987	1.17e-01	327412319	ACSL6	acyl-CoA synthetase long-chain family member 6
ILMN_3243568	0.45823526	5.32e-02	2.02	-4.20987	1.17e-01	NA		
ILMN_1656672	0.45823526	5.32e-02	-2.02	-4.20987	-1.17e-01	NA		
ILMN_1750273	0.45823526	5.32e-02	2.02	-4.20987	1.17e-01	215272363	RPL23AP7	ribosomal protein L23a pseudogene 7
ILMN_1786823	0.45834564	5.33e-02	-2.02	-4.21106	-2.00e-01	153082685	ICAM2	intercellular adhesion molecule 2
ILMN_1781691	0.45834564	5.33e-02	2.02	-4.21106	2.00e-01	188497666	TRAK2	trafficking kinesin protein 2
ILMN_1737283	0.45834564	5.33e-02	2.02	-4.21127	1.08e-01	167555118	TMSB15B	thymosin beta 15B
ILMN_3178890	0.45834564	5.33e-02	-2.02	-4.21127	-1.08e-01	NA		
ILMN_1701032	0.45834564	5.33e-02	-2.02	-4.21127	-1.08e-01	1042779691	TFPI	tissue factor pathway inhibitor
ILMN_1751589	0.45834564	5.33e-02	-2.02	-4.21127	-1.08e-01	40556270	NUDCD2	NudC domain containing 2
ILMN_1745356	0.45834564	5.33e-02	-2.02	-4.21127	-1.08e-01	692314725	CXCL9	C-X-C motif chemokine ligand 9
ILMN_1833858	0.45834564	5.33e-02	-2.02	-4.21127	-1.08e-01	2795905	ADD2	adducin 2
ILMN_3238902	0.45852147	5.34e-02	2.02	-4.21174	2.58e-01	14917114	KRT31	keratin 31
ILMN_2394750	0.45944933	5.35e-02	2.02	-4.21372	1.58e-01	82546831	EXOC4	exocyst complex component 4
ILMN_1721669	0.45944933	5.35e-02	2.02	-4.21372	1.58e-01	NA		
ILMN_1689800	0.45949868	5.35e-02	-2.02	-4.21411	-1.75e-01	118572609	MRTO4	MRT4 homolog, ribosome maturation factor
ILMN_2072296	0.45949868	5.35e-02	-2.02	-4.21411	-1.75e-01	756761811	CKS2	CDC28 protein kinase regulatory subunit 2
ILMN_1804980	0.45959997	5.35e-02	2.02	-4.21457	2.50e-01	299115915	CAV3	caveolin 3
ILMN_1703441	0.45959997	5.36e-02	-2.02	-4.21495	-2.42e-01	154937326	ZNF593	zinc finger protein 593
ILMN_1704305	0.45959997	5.37e-02	-2.02	-4.21633	-2.08e-01	313661500	NIP7	NIP7, nucleolar pre-rRNA processing protein
ILMN_2352097	0.45959997	5.37e-02	-2.02	-4.21692	-1.67e-01	589269204	ADGRG1	adhesion G protein-coupled receptor G1
ILMN_1795911	0.45959997	5.37e-02	2.02	-4.21714	1.25e-01	300863132	TTC37	tetratricopeptide repeat domain 37
ILMN_1715991	0.45959997	5.38e-02	2.02	-4.21844	2.00e-01	259089415	SDPR	serum deprivation response
ILMN_1681109	0.45959997	5.38e-02	2.02	-4.21878	1.00e-01	NA		
ILMN_1666376	0.45959997	5.38e-02	-2.02	-4.21878	-1.00e-01	733214912	TRIM56	tripartite motif containing 56
ILMN_1698225	0.45959997	5.38e-02	-2.02	-4.21878	-1.00e-01	215982790	MYO5A	myosin VA
ILMN_1811121	0.45959997	5.38e-02	-2.02	-4.21878	-1.00e-01	333440435	FAM199X	family with sequence similarity 199, X-linked
ILMN_2076758	0.45959997	5.38e-02	2.02	-4.21878	1.00e-01	157389002	MBD3L2	methyl-CpG binding domain protein 3 like 2
ILMN_2092664	0.45959997	5.38e-02	-2.02	-4.21878	-1.00e-01	312836839	ADSS	adenylosuccinate synthase
ILMN_1913002	0.45959997	5.38e-02	2.02	-4.21878	1.00e-01	2941539	LINC00633	long intergenic non-protein coding RNA 633
ILMN_1871601	0.45959997	5.38e-02	-2.02	-4.21878	-1.00e-01	4218189		
ILMN_2251961	0.45959997	5.39e-02	-2.02	-4.2194	-7.50e-02	14196469	PCDHGA5	protocadherin gamma subfamily A, 5
ILMN_1758287	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	NA		
ILMN_1719547	0.45959997	5.39e-02	-2.02	-4.2194	-7.50e-02	62953137	INHBA	inhibin beta A subunit
ILMN_3253755	0.45959997	5.39e-02	-2.02	-4.2194	-7.50e-02	NA		
ILMN_1771209	0.45959997	5.39e-02	-2.02	-4.2194	-7.50e-02	53850669	OR2T8	olfactory receptor family 2 subfamily T member 8
ILMN_2379675	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	341823662	PDE7A	phosphodiesterase 7A
ILMN_1721011	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	357933613	LCN1	lipocalin 1
ILMN_2390017	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	332164709	SLC22A6	solute carrier family 22 member 6
ILMN_3248152	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	NA		
ILMN_2063254	0.45959997	5.39e-02	-2.02	-4.2194	-7.50e-02	118918416	TSPY2	testis specific protein, Y-linked 2
ILMN_1820645	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	20408832	ZNF546	zinc finger protein 546
ILMN_3231577	0.45959997	5.39e-02	-2.02	-4.2194	-7.50e-02	NA		
ILMN_1677261	0.45959997	5.39e-02	-2.02	-4.2194	-7.50e-02	574957062	LZTS1	leucine zipper tumor suppressor 1
ILMN_1743441	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	98986317	GSTTP2	glutathione S-transferase theta pseudogene 2
ILMN_1726846	0.45959997	5.39e-02	-2.02	-4.2194	-7.50e-02	NA		
ILMN_1735765	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	209571485	RAB14	RAB14, member RAS oncogene family
ILMN_2302632	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	91718876	HFE	hemochromatosis
ILMN_1652417	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	NA		
ILMN_1815700	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	325053704	WNT3A	Wnt family member 3A
ILMN_1708323	0.45959997	5.39e-02	2.02	-4.2194	7.50e-02	195539358	ALAS2	5'-aminolevulinate synthase 2
ILMN_1735737	0.46054139	5.40e-02	-2.02	-4.2217	-5.83e-02	109255240	SLC11A1	solute carrier family 11 member 1
ILMN_1709319	0.46054139	5.40e-02	-2.02	-4.2217	-5.83e-02	443609490	METTL21C	methyltransferase like 21C
ILMN_1706593	0.46054139	5.40e-02	-2.02	-4.2217	-5.83e-02	219842241	PPHLN1	periphilin 1
ILMN_3241145	0.46054139	5.40e-02	2.02	-4.2217	5.83e-02	NA		
ILMN_2082244	0.46066032	5.40e-02	-2.02	-4.22206	-1.50e-01	82546823	FOXK1	forkhead box K1
ILMN_1799204	0.46166856	5.42e-02	2.01	-4.22417	1.42e-01	NA		
ILMN_2329429	0.46166856	5.42e-02	2.01	-4.22417	1.42e-01	NA		
ILMN_1794260	0.46195612	5.42e-02	2.01	-4.22484	1.67e-01	226437633	KDM2B	lysine demethylase 2B
ILMN_1769158	0.4621349	5.42e-02	2.01	-4.22531	1.50e-01	209969693	ISOC2	isochorismatase domain containing 2
ILMN_1667147	0.46238976	5.43e-02	-2.01	-4.22608	-1.17e-01	NA		
ILMN_1734696	0.46238976	5.43e-02	-2.01	-4.22608	-1.17e-01	73695875	FRG1	FSHD region gene 1
ILMN_3264466	0.46238976	5.43e-02	2.01	-4.22646	2.08e-01	153251744	MTFR1L	mitochondrial fission regulator 1 like
ILMN_2400030	0.46238976	5.45e-02	-2.01	-4.22847	-1.75e-01	333108232	PTPN2	protein tyrosine phosphatase, non-receptor type 2
ILMN_1671482	0.46238976	5.45e-02	2.01	-4.22847	1.75e-01	224494751	GALM	galactose mutarotase
ILMN_1724863	0.46238976	5.45e-02	-2.01	-4.22945	-2.83e-01	371875636	TICAM1	toll like receptor adaptor molecule 1
ILMN_2345015	0.46238976	5.45e-02	2.01	-4.22982	2.08e-01	373251221	PTGES2	prostaglandin E synthase 2
ILMN_1726755	0.46238976	5.45e-02	2.01	-4.22982	2.08e-01	38373689	COPS4	COP9 signalosome subunit 4
ILMN_1795344	0.46238976	5.46e-02	-2.01	-4.23124	-1.58e-01	815890942	GOLIM4	golgi integral membrane protein 4
ILMN_1764175	0.46238976	5.46e-02	2.01	-4.23133	3.50e-01	380714666	GPD1	glycerol-3-phosphate dehydrogenase 1
ILMN_3225406	0.46238976	5.46e-02	2.01	-4.23142	1.17e-01	228008386	FAM133CP	family with sequence similarity 133, member A pseudogene
ILMN_1751195	0.46238976	5.46e-02	2.01	-4.23142	1.17e-01	NA		
ILMN_2240009	0.46238976	5.48e-02	2.01	-4.23352	2.75e-01	1000814584	ADSSL1	adenylosuccinate synthase like 1
ILMN_1677607	0.46238976	5.49e-02	2.01	-4.23499	1.50e-01	122939199	SC5D	sterol-C5-desaturase
ILMN_2097858	0.46238976	5.49e-02	2.01	-4.23565	3.00e-01	32307174	CIPC	CLOCK interacting pacemaker
ILMN_1684314	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	NA		
ILMN_1851453	0.46238976	5.49e-02	-2.01	-4.23577	-8.33e-02	34534878	RFX3	regulatory factor X3
ILMN_2297526	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	NA		
ILMN_3258283	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	NA		
ILMN_1797295	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	157785547	PASD1	PAS domain containing 1
ILMN_2193752	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	42822879	MBLAC2	metallo-beta-lactamase domain containing 2
ILMN_1744102	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	NA		
ILMN_1656129	0.46238976	5.49e-02	-2.01	-4.23577	-8.33e-02	187936947	SLC39A10	solute carrier family 39 member 10
ILMN_1781150	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	226497573	RBM19	RNA binding motif protein 19
ILMN_3249179	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	110578664	SIAH3	siah E3 ubiquitin protein ligase family member 3
ILMN_1749415	0.46238976	5.49e-02	-2.01	-4.23577	-8.33e-02	425876788	KCNJ1	potassium voltage-gated channel subfamily J member 1
ILMN_1717923	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	555290092	TMEM132B	transmembrane protein 132B
ILMN_1720902	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	NA		
ILMN_1798303	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	732170464	RAET1G	retinoic acid early transcript 1G
ILMN_1684227	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	744066817	GPR146	G protein-coupled receptor 146
ILMN_1692588	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	NA		
ILMN_3246294	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	734520303	C1GALT1C1L	C1GALT1-specific chaperone 1 like
ILMN_1657486	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	52353952	OR2AG2	olfactory receptor family 2 subfamily AG member 2
ILMN_3309579	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	262206174	MIR301B	microRNA 301b
ILMN_1771643	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	NA		
ILMN_3257004	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	388596719	LOC100130476	uncharacterized LOC100130476
ILMN_2271584	0.46238976	5.49e-02	-2.01	-4.23577	-8.33e-02	558472846	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
ILMN_1728380	0.46238976	5.49e-02	2.01	-4.23577	8.33e-02	313482806	PHOSPHO2	phosphatase, orphan 2
ILMN_1742167	0.46238976	5.49e-02	-2.01	-4.23579	-4.42e-01	733606428	TUBA1C	tubulin alpha 1c
ILMN_3203801	0.46238976	5.50e-02	-2.01	-4.23619	-1.08e-01	NA		
ILMN_1664644	0.46238976	5.50e-02	2.01	-4.23619	1.08e-01	55743107	ATG16L2	autophagy related 16 like 2
ILMN_1877912	0.46238976	5.50e-02	2.01	-4.23619	1.08e-01	27831867		
ILMN_1698995	0.46238976	5.50e-02	-2.01	-4.23744	-2.17e-01	55749931	DES	desmin
ILMN_1780659	0.46238976	5.51e-02	2.01	-4.23793	1.75e-01	354459404	NUDT6	nudix hydrolase 6
ILMN_1689634	0.46238976	5.51e-02	-2.01	-4.23873	-6.67e-02	NA		
ILMN_1799848	0.46238976	5.51e-02	2.01	-4.23873	6.67e-02	154091031	ANKRD22	ankyrin repeat domain 22
ILMN_1776995	0.46238976	5.51e-02	2.01	-4.23873	6.67e-02	NA		
ILMN_1700540	0.46238976	5.51e-02	-2.01	-4.23873	-6.67e-02	284172435	OR51I2	olfactory receptor family 51 subfamily I member 2
ILMN_1678710	0.46238976	5.51e-02	2.01	-4.23873	6.67e-02	219555644	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like
ILMN_3268932	0.46238976	5.51e-02	-2.01	-4.23873	-6.67e-02	NA		
ILMN_1891310	0.46238976	5.51e-02	-2.01	-4.23873	-6.67e-02	19711507	LOC102724552	uncharacterized LOC102724552
ILMN_1771962	0.46238976	5.51e-02	-2.01	-4.23873	-6.67e-02	195947346	GLI3	GLI family zinc finger 3
ILMN_2383591	0.46238976	5.51e-02	2.01	-4.23873	6.67e-02	290463079	PALM2-AKAP2	PALM2-AKAP2 readthrough
ILMN_1849068	0.46238976	5.51e-02	-2.01	-4.23873	-6.67e-02	12346033		
ILMN_1771642	0.46238976	5.51e-02	-2.01	-4.23873	-6.67e-02	441418813	USP20	ubiquitin specific peptidase 20
ILMN_3242896	0.46238976	5.51e-02	2.01	-4.23873	6.67e-02	NA		
ILMN_1700541	0.46238976	5.52e-02	2.01	-4.23947	1.83e-01	318037493	FBLN1	fibulin 1
ILMN_2298818	0.46238976	5.52e-02	-2.01	-4.2398	-2.08e-01	459642367	RPS29	ribosomal protein S29
ILMN_3308961	0.46238976	5.52e-02	2.01	-4.24	1.20	NA		
ILMN_2402363	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	4759179	STK19	serine/threonine kinase 19
ILMN_1791232	0.46238976	5.53e-02	2.01	-4.24057	1.00e-01	189571668	SPRED2	sprouty related EVH1 domain containing 2
ILMN_1812433	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	970259872	HP	haptoglobin
ILMN_1665832	0.46238976	5.53e-02	2.01	-4.24057	1.00e-01	341865545	ID1	inhibitor of DNA binding 1, HLH protein
ILMN_1814305	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	300863103	SAMD9	sterile alpha motif domain containing 9
ILMN_1735548	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	613410169	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1
ILMN_1768365	0.46238976	5.53e-02	2.01	-4.24057	1.00e-01	210147599	TRIM64	tripartite motif containing 64
ILMN_1848820	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	5745460		
ILMN_1705241	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	112293286	TDRD7	tudor domain containing 7
ILMN_3191596	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	NA		
ILMN_1656993	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	NA		
ILMN_1704987	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	NA		
ILMN_1786872	0.46238976	5.53e-02	-2.01	-4.24057	-1.00e-01	1005254111	C11orf31	chromosome 11 open reading frame 31
ILMN_1748792	0.46238976	5.53e-02	2.01	-4.24057	1.00e-01	150417968	SCN5A	sodium voltage-gated channel alpha subunit 5
ILMN_1793920	0.46238976	5.53e-02	2.01	-4.24057	1.00e-01	NA		
ILMN_1780170	0.46238976	5.53e-02	-2.00	-4.24085	-3.25e-01	195976767	APOD	apolipoprotein D
ILMN_1706706	0.46238976	5.54e-02	2.00	-4.24202	1.33e-01	NA		
ILMN_2214790	0.46238976	5.54e-02	-2.00	-4.24202	-1.33e-01	167614503	LAMB1	laminin subunit beta 1
ILMN_2041577	0.46238976	5.54e-02	-2.00	-4.24274	-1.58e-01	359465545	SLC52A2	solute carrier family 52 member 2
ILMN_1753819	0.46238976	5.54e-02	-2.00	-4.24274	-1.58e-01	NA		
ILMN_1917341	0.46238976	5.54e-02	-2.00	-4.24274	-1.58e-01	16552509	PTPN14	protein tyrosine phosphatase, non-receptor type 14
ILMN_1728830	0.46238976	5.55e-02	2.00	-4.24413	9.17e-02	51896033	GRK5	G protein-coupled receptor kinase 5
ILMN_3308455	0.46238976	5.55e-02	-2.00	-4.24413	-9.17e-02	262206221	MIR34A	microRNA 34a
ILMN_3191416	0.46238976	5.55e-02	2.00	-4.24413	9.17e-02	305632806	TMEM178B	transmembrane protein 178B
ILMN_1763654	0.46238976	5.55e-02	2.00	-4.24413	9.17e-02	218563724	DENND1B	DENN domain containing 1B
ILMN_1851865	0.46238976	5.55e-02	-2.00	-4.24413	-9.17e-02	210147449	LINC00961	long intergenic non-protein coding RNA 961
ILMN_1798543	0.46238976	5.55e-02	-2.00	-4.24413	-9.17e-02	217416412	STK17B	serine/threonine kinase 17b
ILMN_3231108	0.46238976	5.55e-02	2.00	-4.24413	9.17e-02	NA		
ILMN_1700488	0.46238976	5.55e-02	2.00	-4.24413	9.17e-02	61744437	PPARA	peroxisome proliferator activated receptor alpha
ILMN_3248536	0.46238976	5.55e-02	-2.00	-4.24413	-9.17e-02	NA		
ILMN_2341132	0.46238976	5.55e-02	-2.00	-4.24413	-9.17e-02	446715104	TNNT2	troponin T2, cardiac type
ILMN_3245907	0.46238976	5.56e-02	-2.00	-4.245	-1.25e-01	89337269	FAM160B2	family with sequence similarity 160 member B2
ILMN_1668446	0.46238976	5.56e-02	-2.00	-4.245	-1.25e-01	88999587	ABCA9	ATP binding cassette subfamily A member 9
ILMN_2349138	0.46238976	5.56e-02	-2.00	-4.245	-1.25e-01	84798619	CDC42SE1	CDC42 small effector 1
ILMN_1768248	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	348605215	FOXP1	forkhead box P1
ILMN_3309046	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	269847497	MIR1255B1	microRNA 1255b-1
ILMN_1831833	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	23540725		
ILMN_2242345	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	NA		
ILMN_2080684	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	396578113	IQCA1	IQ motif containing with AAA domain 1
ILMN_1751977	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	122937242	DUSP27	dual specificity phosphatase 27 (putative)
ILMN_1660752	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	NA		
ILMN_1811799	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	12965179	TAS2R10	taste 2 receptor member 10
ILMN_2297570	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	663070894	TTC39A	tetratricopeptide repeat domain 39A
ILMN_1725246	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	186928840	COG8	component of oligomeric golgi complex 8
ILMN_1735958	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	93141203	METTL2B	methyltransferase like 2B
ILMN_1766169	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	296010898	BCAT1	branched chain amino acid transaminase 1
ILMN_1811715	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	NA		
ILMN_3245199	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	NA		
ILMN_1812398	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	NA		
ILMN_1729020	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	312836759	OR7D4	olfactory receptor family 7 subfamily D member 4
ILMN_1812548	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	57165362	GTSF1L	gametocyte specific factor 1 like
ILMN_3250870	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	197116354	USP46	ubiquitin specific peptidase 46
ILMN_3250893	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	94681052	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3
ILMN_2384158	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	120433598	CNGA3	cyclic nucleotide gated channel alpha 3
ILMN_3183475	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	NA		
ILMN_3238986	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	166064002	CALY	calcyon neuron specific vesicular protein
ILMN_1676194	0.46238976	5.56e-02	2.00	-4.24516	7.50e-02	NA		
ILMN_1903347	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	6698729		
ILMN_1671392	0.46238976	5.56e-02	-2.00	-4.24516	-7.50e-02	27436998	KCNF1	potassium voltage-gated channel modifier subfamily F member 1
ILMN_1660341	0.46238976	5.56e-02	2.00	-4.24577	1.42e-01	336595168	LRPAP1	LDL receptor related protein associated protein 1
ILMN_1742738	0.46238976	5.56e-02	2.00	-4.24611	8.33e-02	211938449	LURAP1	leucine rich adaptor protein 1
ILMN_1658635	0.46238976	5.56e-02	2.00	-4.24611	8.33e-02	194578886	CLGN	calmegin
ILMN_1690625	0.46238976	5.56e-02	-2.00	-4.24611	-8.33e-02	386781491	SLC9A8	solute carrier family 9 member A8
ILMN_1700743	0.46238976	5.56e-02	2.00	-4.24611	8.33e-02	NA		
ILMN_1766894	0.46238976	5.56e-02	2.00	-4.24611	8.33e-02	NA		
ILMN_1806956	0.46238976	5.56e-02	-2.00	-4.24611	-8.33e-02	755571546	ATAD5	ATPase family, AAA domain containing 5
ILMN_1693879	0.46238976	5.56e-02	-2.00	-4.24611	-8.33e-02	1020158980	RANBP3L	RAN binding protein 3 like
ILMN_1793025	0.46238976	5.56e-02	2.00	-4.24611	8.33e-02	117168278	MGARP	mitochondria localized glutamic acid rich protein
ILMN_1683316	0.46238976	5.56e-02	2.00	-4.24611	8.33e-02	58331143	PRR18	proline rich 18
ILMN_3308738	0.46238976	5.56e-02	2.00	-4.24611	8.33e-02	262206275	MIR204	microRNA 204
ILMN_3246793	0.46238976	5.56e-02	-2.00	-4.24611	-8.33e-02	164663813	OOEP	oocyte expressed protein
ILMN_1742789	0.46238976	5.57e-02	2.00	-4.24727	1.17e-01	221316657	LPXN	leupaxin
ILMN_2174127	0.46238976	5.57e-02	-2.00	-4.24727	-1.17e-01	54792128	DCBLD2	discoidin, CUB and LCCL domain containing 2
ILMN_1857662	0.46238976	5.57e-02	2.00	-4.24772	1.00e-01	31449485		
ILMN_1812441	0.46238976	5.57e-02	-2.00	-4.24772	-1.00e-01	568786301	FAM222B	family with sequence similarity 222 member B
ILMN_2107933	0.46238976	5.57e-02	2.00	-4.24772	1.00e-01	612407810	ZNF285	zinc finger protein 285
ILMN_1719530	0.46238976	5.57e-02	-2.00	-4.24772	-1.00e-01	NA		
ILMN_1774839	0.46238976	5.57e-02	2.00	-4.24772	1.00e-01	226497573	RBM19	RNA binding motif protein 19
ILMN_1807652	0.46238976	5.57e-02	2.00	-4.24772	1.00e-01	217330577	STRA6	stimulated by retinoic acid 6
ILMN_1654685	0.46238976	5.57e-02	-2.00	-4.24772	-1.00e-01	663071072	MCTP1	multiple C2 and transmembrane domain containing 1
ILMN_1726711	0.46238976	5.57e-02	2.00	-4.24772	1.00e-01	NA		
ILMN_1908153	0.46238976	5.57e-02	-2.00	-4.24772	-1.00e-01	19739033		
ILMN_2282959	0.46238976	5.57e-02	-2.00	-4.24772	-1.00e-01	320461727	DNA2	DNA replication helicase/nuclease 2
ILMN_1655905	0.46238976	5.57e-02	-2.00	-4.24772	-1.00e-01	149944550	DEFB131	defensin beta 131
ILMN_1705577	0.46238976	5.58e-02	2.00	-4.2482	1.67e-01	NA		
ILMN_1685636	0.46238976	5.58e-02	2.00	-4.2482	1.67e-01	501355318	KCNN2	potassium calcium-activated channel subfamily N member 2
ILMN_1793572	0.46238976	5.58e-02	2.00	-4.2482	1.67e-01	NA		
ILMN_1756311	0.46238976	5.58e-02	2.00	-4.2484	1.08e-01	254540176	UFSP2	UFM1 specific peptidase 2
ILMN_1792190	0.46238976	5.58e-02	-2.00	-4.2484	-1.08e-01	NA		
ILMN_1693559	0.46238976	5.58e-02	-2.00	-4.2484	-1.08e-01	163965372	DOT1L	DOT1 like histone lysine methyltransferase
ILMN_1839905	0.46238976	5.58e-02	2.00	-4.2484	1.08e-01	NA		
ILMN_1801304	0.46238976	5.58e-02	2.00	-4.2484	1.08e-01	118766331	FAM78A	family with sequence similarity 78 member A
ILMN_2175265	0.46238976	5.58e-02	2.00	-4.2484	1.08e-01	215422431	TMEM11	transmembrane protein 11
ILMN_1809818	0.46238976	5.58e-02	-2.00	-4.2484	-1.08e-01	40807446	PRCC	papillary renal cell carcinoma (translocation-associated)
ILMN_2064694	0.46238976	5.58e-02	2.00	-4.24844	1.58e-01	221316745	STIM1	stromal interaction molecule 1
ILMN_1663444	0.46271039	5.58e-02	2.00	-4.24916	2.25e-01	56676320	LIN7B	lin-7 homolog B, crumbs cell polarity complex component
ILMN_1676088	0.46336154	5.59e-02	2.00	-4.2509	1.50e-01	301336159	MSRB3	methionine sulfoxide reductase B3
ILMN_1790309	0.46336154	5.59e-02	-2.00	-4.2509	-1.50e-01	547235253	PINX1	PIN2/TERF1 interacting, telomerase inhibitor 1
ILMN_1751984	0.46336154	5.59e-02	2.00	-4.2509	1.50e-01	332000013	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1
ILMN_1751726	0.46336154	5.59e-02	-2.00	-4.2509	-1.50e-01	NA		
ILMN_2149164	0.46482559	5.62e-02	2.00	-4.25404	1.33e-01	257196278	SFRP1	secreted frizzled related protein 1
ILMN_1668683	0.46482559	5.62e-02	-2.00	-4.2541	-1.25e-01	308199414	KMT2A	lysine methyltransferase 2A
ILMN_1814213	0.46482559	5.62e-02	2.00	-4.2541	1.25e-01	544186028	PQLC3	PQ loop repeat containing 3
ILMN_1660270	0.46482559	5.62e-02	-2.00	-4.2541	-1.25e-01	NA		
ILMN_3242357	0.46549073	5.63e-02	2.00	-4.25586	1.67e-01	NA		
ILMN_1717868	0.46549073	5.63e-02	-2.00	-4.25586	-1.67e-01	544711019	CCT8	chaperonin containing TCP1 subunit 8
ILMN_1704398	0.46549073	5.63e-02	2.00	-4.25586	1.67e-01	62865872	FZD9	frizzled class receptor 9
ILMN_3204734	0.46549073	5.63e-02	2.00	-4.25586	1.67e-01	NA		
ILMN_1663042	0.46636025	5.64e-02	2.00	-4.25755	2.25e-01	318037226	SDC4	syndecan 4
ILMN_3248403	0.46637509	5.64e-02	1.99	-4.25797	2.83e-01	NA		
ILMN_1701204	0.46637509	5.64e-02	-1.99	-4.25801	-1.33e-01	619328974	VEGFC	vascular endothelial growth factor C
